Age,Gender,Location,Account_Type,Tenure,Contract_Status,Income,Spending_Score,Churn
39,Male,Rural,Checking,8,Month-to-Month,51284.262558160975,4.560954025727727,1
30,Female,Rural,Checking,4,2-Year,37030.74154901345,1.9525874005765531,0
38,Male,Rural,Checking,2,Month-to-Month,83112.87835095484,6.949617301905626,1
34,Female,Suburb,Savings,9,Month-to-Month,35824.866108770264,5.8768271690482425,1
32,Female,City,Savings,10,1-Year,72574.12718234265,5.867014441919059,1
37,Female,Suburb,Savings,7,1-Year,46308.16052915338,1.6117057039343203,1
55,Male,City,Savings,9,1-Year,51152.43404948546,7.841625139822599,1
44,Male,Rural,Savings,3,1-Year,87266.95211224441,5.442074037251214,0
19,Female,City,Checking,8,Month-to-Month,74927.26180266424,4.207235646104428,1
38,Male,City,Savings,3,Month-to-Month,77251.63747769724,5.353475714808742,0
49,Male,Suburb,Savings,4,1-Year,78959.98588511671,6.832992323208044,0
63,Male,Rural,Savings,9,Month-to-Month,68427.46621304163,8.551977295701192,1
27,Female,City,Savings,9,1-Year,24761.631419657926,8.096289506476277,0
64,Male,City,Checking,6,Month-to-Month,32250.140911224098,6.294141778368157,1
20,Male,City,Checking,1,1-Year,68248.47614115899,5.419503236761361,1
43,Female,City,Checking,1,2-Year,60565.29157425721,2.6376259048507564,0
25,Male,Suburb,Checking,8,2-Year,30735.2192551999,3.828049166483402,1
44,Male,Suburb,Savings,4,2-Year,51849.61804420182,3.626986754033294,1
53,Female,Rural,Savings,5,2-Year,93008.50437425001,1.892754467877827,1
60,Male,City,Checking,4,2-Year,41013.570503543844,3.6458966313502907,0
51,Female,Suburb,Savings,7,Month-to-Month,59571.3403332193,5.542117073898112,1
18,Female,City,Checking,1,1-Year,68416.09907968306,4.279177333044298,1
62,Male,Suburb,Checking,3,1-Year,51350.209912639526,7.598512040102735,1
51,Female,Suburb,Savings,3,1-Year,69238.99004936077,8.963200275398465,1
57,Male,Rural,Savings,6,1-Year,80816.15530929575,3.5140248326071273,1
49,Female,City,Savings,4,2-Year,48498.01301411336,3.0228154073499973,1
21,Female,Rural,Savings,9,Month-to-Month,51424.058099143556,3.3457890112924313,0
64,Female,Rural,Savings,7,1-Year,68255.91862302151,2.9033092876218145,0
64,Male,City,Savings,3,1-Year,29588.931344330653,9.399256083502792,1
57,Male,Suburb,Savings,4,2-Year,22447.566946275438,5.027288821752948,1
21,Female,Rural,Savings,9,2-Year,92277.72161334677,2.6221186648853285,0
35,Male,Suburb,Checking,10,Month-to-Month,52567.706045515406,9.118714735730794,0
20,Female,City,Savings,4,Month-to-Month,72275.28068324857,3.710088904444754,1
61,Female,Rural,Savings,3,1-Year,78337.62168943622,2.3227067750687502,0
58,Female,Rural,Savings,7,1-Year,37114.07787149199,4.412961376921549,1
25,Female,Rural,Checking,6,Month-to-Month,70687.77854707293,9.984209732524118,1
60,Male,City,Savings,5,1-Year,42177.83990240011,1.9711479213616558,0
18,Female,Suburb,Savings,7,2-Year,92636.06880626084,4.152239230593138,1
44,Female,Rural,Checking,3,1-Year,69439.54190910285,6.665335987901389,0
63,Female,Suburb,Checking,10,2-Year,88137.69878666326,3.068654279866891,0
41,Male,Rural,Checking,2,2-Year,91365.27388772211,9.0776850996881,1
25,Female,Suburb,Checking,1,2-Year,91816.18815310011,6.919492526016414,0
41,Female,Suburb,Savings,1,Month-to-Month,53806.22419113341,9.50650288243069,0
41,Male,Suburb,Savings,4,2-Year,23096.11400965534,4.085074831438725,1
26,Male,Suburb,Checking,3,1-Year,64871.11568543947,1.164321385757616,1
36,Male,Rural,Checking,2,Month-to-Month,46276.28788287408,6.953738376211904,0
39,Male,City,Savings,3,Month-to-Month,32077.622766866352,2.121064918544466,0
50,Female,City,Checking,1,Month-to-Month,58124.55106641777,5.393747967367192,0
59,Male,City,Checking,1,2-Year,81697.66451970348,4.378025203818671,1
54,Male,Suburb,Savings,4,2-Year,25071.011558972583,8.183472585681377,1
43,Female,City,Checking,2,1-Year,94090.44545455932,1.3728838010034599,0
34,Female,Suburb,Checking,7,2-Year,31243.484491018353,1.7774851162420404,1
23,Male,Rural,Savings,6,1-Year,84470.83455048446,7.726522168006847,1
49,Female,Rural,Checking,7,Month-to-Month,93535.17616797102,3.3825502020317435,0
31,Female,Suburb,Savings,5,1-Year,71099.01186957829,7.911336354527354,0
21,Female,City,Checking,5,Month-to-Month,92435.77289751644,4.632374178453481,1
18,Male,Suburb,Checking,9,2-Year,45291.48236852266,8.913181743719385,0
48,Female,Rural,Checking,3,Month-to-Month,82387.41660219357,7.059020655708537,1
37,Male,City,Savings,3,2-Year,66136.60597586686,3.830625776556718,0
23,Male,Rural,Savings,1,1-Year,74700.4764248961,3.3167900034479167,0
30,Female,Rural,Savings,1,2-Year,86048.98083693629,6.69677170498466,0
19,Female,Suburb,Checking,8,2-Year,96139.48732222334,7.2824081349189225,0
20,Female,Rural,Checking,8,2-Year,24757.767659787718,4.577388793699763,0
51,Female,Rural,Checking,7,Month-to-Month,54475.76773458265,8.479376484438225,1
60,Male,Rural,Savings,8,1-Year,52252.1864984531,7.965355845046688,0
19,Male,City,Checking,6,Month-to-Month,80640.10046472464,8.435403239644142,0
58,Female,Rural,Savings,4,Month-to-Month,90412.47844177515,3.773976616972032,0
26,Female,Suburb,Checking,5,1-Year,83841.65302540727,8.809279872988418,0
27,Male,City,Checking,3,Month-to-Month,28586.691934821247,1.7920836260652673,1
57,Female,Suburb,Savings,4,2-Year,80409.82032026502,3.3267809897449805,1
34,Male,City,Savings,1,1-Year,93098.60150423675,6.674558735940805,0
44,Male,City,Savings,2,2-Year,59470.130039303105,9.127106501050825,0
36,Male,City,Savings,7,2-Year,79431.97614599724,6.28284437170197,0
41,Female,Rural,Checking,5,1-Year,53283.73572753537,9.970775110381162,0
36,Female,Rural,Checking,10,Month-to-Month,97404.30442680127,6.714671280237484,0
33,Female,Suburb,Savings,6,2-Year,32695.603467831737,8.490948688370738,1
53,Female,Suburb,Savings,2,Month-to-Month,61229.29826199436,8.840953585021303,1
41,Male,City,Checking,10,1-Year,78496.0253994838,5.701944908588427,1
42,Male,Rural,Savings,2,1-Year,26035.76462847217,4.116961984005666,1
63,Male,City,Checking,8,Month-to-Month,62495.84327951182,6.276429843719929,0
41,Male,City,Savings,9,1-Year,41259.65033911747,2.367603285433464,0
64,Male,City,Checking,1,2-Year,48901.96955067563,8.777268970366872,0
32,Male,Rural,Checking,5,Month-to-Month,59269.54668668503,3.6913091130126987,0
34,Male,Suburb,Savings,10,2-Year,75354.70009657805,9.341259592788695,1
18,Female,City,Savings,3,1-Year,22843.66134806782,5.37546838626918,1
61,Female,City,Savings,3,Month-to-Month,74020.26031722577,6.345068317648468,1
64,Female,City,Savings,8,2-Year,84918.39724826871,3.9627533478019688,1
56,Female,Suburb,Checking,10,1-Year,44378.21422234521,8.664461713310464,1
46,Female,City,Savings,5,Month-to-Month,32532.43731518733,5.95246524159901,0
35,Male,City,Checking,8,1-Year,94446.05631370736,2.3092983716368902,1
58,Female,City,Checking,8,1-Year,51776.81640356076,6.8232705316168705,1
43,Female,Suburb,Savings,9,Month-to-Month,28180.79266456121,9.893678252776617,0
64,Male,Rural,Checking,7,2-Year,72923.27256914307,7.349948712308161,0
20,Male,Rural,Checking,7,2-Year,60385.19351347183,5.08254363078887,1
53,Male,Suburb,Savings,2,2-Year,89275.46933398403,3.7304289609805124,1
61,Female,City,Checking,1,2-Year,20599.597891105976,9.177325280030914,0
59,Male,City,Savings,1,1-Year,58554.17946833877,1.3258590159495922,0
51,Female,Suburb,Checking,6,2-Year,73715.52417009302,3.9991107594785444,0
20,Male,City,Checking,7,Month-to-Month,61135.15692359025,3.1214324104090885,1
58,Female,Rural,Checking,1,1-Year,89996.98443764995,6.241408612934135,1
44,Male,City,Savings,10,Month-to-Month,49155.0713526534,2.563779671553502,0
35,Male,City,Checking,2,2-Year,78809.25072162948,5.665490935628051,0
31,Male,Rural,Checking,8,2-Year,94105.26762813605,3.888379073624549,1
27,Male,Rural,Savings,7,1-Year,58549.43762114745,7.032131543984149,0
25,Female,City,Savings,4,2-Year,61663.00013350983,6.357549837905418,1
35,Female,Suburb,Checking,5,1-Year,69558.68837196288,5.141350520910178,1
31,Female,Suburb,Checking,6,2-Year,92678.46574057687,3.4073211063707225,0
55,Female,Rural,Checking,2,2-Year,22534.76222558195,4.349330335632357,0
35,Male,City,Savings,2,1-Year,41816.97623364414,2.0387722912323825,0
61,Female,City,Checking,5,1-Year,60931.06230069654,2.1216697818409793,1
23,Male,Suburb,Checking,9,Month-to-Month,95307.89195712305,4.317695323429977,1
59,Male,City,Checking,5,1-Year,31738.57641790209,4.59963347917515,0
43,Male,City,Savings,10,Month-to-Month,76900.98091753732,8.584121122454563,0
27,Male,Suburb,Checking,2,2-Year,85869.2941897748,6.349114882029458,0
45,Female,Suburb,Savings,7,1-Year,24524.2962403315,6.860249436966865,0
21,Male,City,Checking,1,Month-to-Month,80151.18976536149,1.2544077750655134,0
34,Female,Suburb,Savings,10,1-Year,35075.633247627076,4.053017702336143,1
38,Male,City,Savings,8,2-Year,77557.64374204371,4.046923082690334,0
20,Female,Rural,Checking,3,1-Year,38166.03775735435,2.360917360728085,0
58,Male,Rural,Savings,7,1-Year,30804.358308736806,3.7283137663040855,0
42,Female,Rural,Checking,10,1-Year,93325.41921075131,8.655973066207261,0
60,Female,City,Savings,5,2-Year,40439.50241337564,4.496271575096149,0
63,Male,Rural,Savings,2,2-Year,58411.58847240135,7.323411680144881,0
27,Male,Suburb,Savings,4,Month-to-Month,28489.052806336324,4.40731682885501,1
56,Male,Suburb,Savings,6,1-Year,28190.19239249477,3.6232330197047333,0
20,Female,Suburb,Checking,1,2-Year,51233.42114491186,2.6661471129231886,0
21,Female,City,Checking,4,1-Year,48536.93395936194,4.970863800037298,0
33,Female,Rural,Checking,6,Month-to-Month,72799.04928162904,1.0264895451030815,0
33,Male,Suburb,Savings,2,1-Year,67510.84018224168,6.413528872123694,0
30,Female,City,Checking,3,2-Year,71850.78541055079,5.725993718370724,0
25,Male,Rural,Savings,3,1-Year,57978.190936448846,5.3756375662908304,0
62,Female,Suburb,Savings,8,Month-to-Month,80429.69089902521,5.791178712354704,1
43,Female,Rural,Savings,9,Month-to-Month,41093.03674317799,5.089630066580414,1
35,Female,Rural,Checking,10,Month-to-Month,45343.09398192172,7.656978053589235,1
47,Male,Rural,Checking,3,2-Year,77716.66687710388,6.503792006695111,1
43,Male,Suburb,Savings,8,Month-to-Month,54455.95493968784,5.040756429829534,1
40,Female,Suburb,Checking,1,1-Year,40125.60244681054,7.501890263351356,1
52,Female,Suburb,Savings,5,1-Year,89674.41001576843,7.0232582351647,1
52,Female,Suburb,Savings,1,2-Year,79463.35758886658,8.355093442391164,1
54,Male,Rural,Savings,9,Month-to-Month,78241.27902233807,2.97152037966598,0
58,Male,Suburb,Checking,10,Month-to-Month,60239.06885026533,2.395175514535123,1
50,Male,Rural,Savings,10,2-Year,44978.55112826528,8.119168639467606,0
52,Female,Rural,Savings,9,Month-to-Month,82382.43621725617,2.4794047594372417,1
25,Male,Suburb,Checking,8,Month-to-Month,24585.938280283503,2.367332941362901,0
55,Female,City,Savings,9,Month-to-Month,55005.121515820276,1.1977881388693064,1
58,Male,City,Checking,7,1-Year,99729.572847559,5.627061865724903,0
40,Female,Suburb,Savings,6,1-Year,70348.36393394848,4.609804833345369,0
49,Female,Suburb,Savings,9,2-Year,95375.71585542326,5.791106874509316,0
63,Female,Rural,Savings,6,2-Year,45383.62181209021,5.084908203940946,1
63,Female,City,Checking,7,1-Year,78917.4795642891,5.004180768571269,1
22,Female,City,Savings,9,2-Year,96552.30547704351,8.775567390590759,1
38,Male,Suburb,Savings,7,1-Year,89155.40662019841,2.3892461897527277,1
61,Male,Rural,Checking,9,Month-to-Month,55132.15984219982,6.556638026302338,0
59,Female,Rural,Savings,10,1-Year,63643.18464777294,3.943634753365899,0
46,Male,Suburb,Savings,7,Month-to-Month,83591.18273870338,7.85327113941789,1
31,Female,Rural,Savings,10,2-Year,51625.145471473734,3.611770195799207,0
31,Female,Suburb,Savings,5,Month-to-Month,48603.72349737877,5.101300677884508,0
62,Male,Rural,Savings,3,2-Year,86323.23791296117,7.312330545903463,1
62,Female,Suburb,Savings,7,1-Year,60973.07974440077,7.353018572954466,1
56,Male,City,Savings,2,1-Year,28456.156369513898,6.511128549026452,0
53,Male,Rural,Checking,9,1-Year,27801.534690226334,1.265427550123077,0
36,Male,Rural,Checking,10,2-Year,64767.63971089429,2.4768911079783384,0
47,Female,City,Savings,6,1-Year,92963.80085579821,9.582885607171653,0
60,Female,Rural,Checking,2,Month-to-Month,53735.282529441036,7.744357836045953,1
58,Female,Suburb,Savings,1,2-Year,44167.164802033774,8.43567400828966,1
55,Female,City,Savings,8,Month-to-Month,88605.7870648113,4.768971220300622,0
52,Male,Rural,Savings,6,1-Year,97852.92384564542,9.122191191325419,1
61,Female,City,Savings,7,2-Year,66687.50973857351,3.78613862493437,0
46,Female,Rural,Checking,1,Month-to-Month,68295.22109624241,7.187277201518162,0
33,Male,Rural,Checking,2,2-Year,41220.61751617136,6.064827778360074,0
57,Female,Suburb,Checking,5,Month-to-Month,55654.7797127693,6.862486762522103,0
35,Female,City,Checking,9,Month-to-Month,80690.40794200984,6.69008587801104,1
34,Male,Rural,Checking,6,Month-to-Month,88527.42450256954,1.2674064376550083,1
49,Male,Rural,Checking,3,Month-to-Month,95203.4092790396,7.836799666069887,1
42,Male,City,Savings,9,1-Year,21781.32728714159,6.764819426710878,0
42,Male,Suburb,Savings,7,2-Year,97061.64605259533,3.9140937107283995,1
52,Male,Suburb,Checking,2,2-Year,82181.48852436196,1.5293391492161024,1
41,Female,Rural,Savings,8,2-Year,55627.30346166904,6.558494586787734,1
50,Female,Suburb,Checking,4,2-Year,37556.416618696545,4.131348765749337,0
50,Male,City,Checking,3,Month-to-Month,92460.48757606016,1.1510159435042728,1
53,Female,City,Checking,10,1-Year,68035.62971092158,4.1515113015362965,0
46,Female,City,Checking,10,1-Year,79968.3282900565,4.160375738207153,0
31,Female,Suburb,Savings,9,2-Year,62367.06863793019,7.135216907777794,1
41,Female,City,Savings,3,1-Year,32123.597110424227,2.5407899451342963,1
49,Female,City,Savings,3,Month-to-Month,86692.74730109428,9.107234153290221,1
56,Female,City,Savings,9,1-Year,85913.6628230652,9.031731405767829,0
61,Female,Suburb,Savings,5,Month-to-Month,84512.50774957958,6.7058843037877285,1
25,Male,Suburb,Checking,3,1-Year,88506.3185743395,3.3823044777946394,1
39,Male,Suburb,Checking,8,2-Year,24173.756420764923,4.146120053001415,0
28,Female,City,Savings,9,Month-to-Month,49923.8959260318,2.137081082801582,0
47,Female,Rural,Checking,2,1-Year,35513.50293962547,6.545824430681756,1
38,Male,City,Savings,10,2-Year,49863.19863825835,6.947129018494104,1
50,Male,Suburb,Savings,4,2-Year,43788.73538541001,3.3228172192243255,0
24,Female,Rural,Checking,3,Month-to-Month,53738.36751832171,3.008009915471574,0
32,Female,City,Savings,8,Month-to-Month,68325.96370854811,6.787100481762289,1
51,Female,Rural,Savings,3,2-Year,51962.933663876305,1.681166359407033,1
44,Male,Rural,Checking,5,Month-to-Month,95854.56325560303,7.683369381048027,0
60,Female,Suburb,Checking,2,Month-to-Month,49810.32802535995,2.3037644338651972,0
26,Female,City,Savings,3,Month-to-Month,44401.94048337234,3.7770472516382365,1
33,Female,City,Savings,6,1-Year,66491.58277326063,6.126818033042281,1
60,Female,City,Checking,7,2-Year,28070.139990305404,4.803292471952201,1
38,Female,Rural,Savings,4,1-Year,98999.75185934799,4.853362556266745,0
37,Male,Rural,Checking,9,2-Year,22999.730912450323,6.362870360687295,0
61,Female,Suburb,Savings,7,Month-to-Month,90098.83304052227,9.096411638214839,1
51,Male,Rural,Savings,2,2-Year,42679.252566409974,6.774307397833821,0
63,Male,City,Savings,5,2-Year,70956.58689864728,2.3231812379045884,1
34,Male,City,Checking,9,1-Year,91479.25093157621,3.0188648730638468,1
58,Female,Suburb,Savings,6,1-Year,90249.76339712454,6.722579494328864,1
58,Male,City,Savings,7,Month-to-Month,76377.96033239286,6.245032252100889,1
45,Female,Rural,Checking,4,1-Year,60073.69564750906,1.8043885759956215,1
37,Male,Rural,Savings,5,Month-to-Month,43649.71349001856,7.429832354045802,1
50,Male,City,Savings,2,1-Year,54466.98094825619,6.160400483537518,0
22,Male,Suburb,Checking,1,2-Year,33662.78277918826,8.557033582355615,0
30,Male,Suburb,Savings,6,1-Year,20721.46321016887,6.31060781142227,0
58,Male,Rural,Savings,10,Month-to-Month,88232.11060120344,5.87149731086776,0
32,Male,Rural,Checking,8,Month-to-Month,40014.92470918853,6.124198098336692,1
54,Female,Suburb,Checking,3,1-Year,33248.40445476079,5.0571016047281425,1
40,Male,City,Checking,3,2-Year,36223.47923634692,6.971974806438892,0
55,Male,Suburb,Checking,7,2-Year,91541.6282705495,5.104897717360092,0
36,Male,Rural,Checking,3,1-Year,82259.10493837614,2.767827138134188,0
26,Male,Rural,Savings,2,2-Year,61700.90514888779,6.625426459794893,1
44,Male,Suburb,Savings,4,Month-to-Month,90274.71267309753,2.651806003521208,0
37,Male,Rural,Checking,9,1-Year,73610.80647635504,6.471444606151014,1
64,Female,City,Checking,9,2-Year,70915.67618206031,7.994361983733774,1
38,Female,City,Savings,10,2-Year,40879.96333686276,7.256756638087996,1
42,Female,Rural,Checking,6,Month-to-Month,28245.169966937294,8.809280612200476,1
24,Female,Suburb,Savings,5,2-Year,76067.42697683866,4.811826268436837,1
64,Male,Rural,Savings,6,Month-to-Month,76263.30013827291,2.9865460874901375,1
40,Male,City,Checking,4,2-Year,70507.21676656484,2.8816128662755744,0
56,Female,Suburb,Checking,2,1-Year,59110.77646265816,8.690955651183351,0
45,Female,Suburb,Savings,3,1-Year,73830.33738728231,8.478787358566828,1
25,Male,City,Savings,1,2-Year,26702.69077571354,7.952095010129796,1
49,Male,Suburb,Savings,4,2-Year,87770.05323242444,9.017046311323048,0
39,Female,Suburb,Checking,2,2-Year,86662.76871008353,6.221657664117932,0
22,Female,Rural,Checking,6,Month-to-Month,39246.63990413952,5.832250404690009,1
23,Male,City,Savings,10,1-Year,89039.86040529731,9.093375391881006,0
51,Male,Suburb,Checking,3,2-Year,53561.44509506242,1.1578583627246717,0
45,Female,Rural,Checking,5,2-Year,82995.20614551936,7.176558596522941,0
39,Female,Suburb,Checking,7,2-Year,69021.74354593936,8.151928114414638,0
33,Female,Rural,Checking,2,1-Year,72191.6119514549,6.836687475334139,0
47,Male,City,Savings,10,Month-to-Month,72516.68945575593,5.154991782691043,1
63,Female,Suburb,Savings,9,Month-to-Month,48859.65695383276,2.7363961393528657,0
22,Male,Rural,Checking,1,2-Year,45514.94918397174,6.516766103533939,0
22,Female,Rural,Savings,10,Month-to-Month,58933.03220406128,8.419119531290168,1
25,Male,Rural,Checking,2,Month-to-Month,44367.38369370536,4.176603890096043,1
24,Female,Rural,Savings,3,Month-to-Month,55375.9432032548,6.785035998897387,1
48,Female,City,Savings,1,Month-to-Month,93926.3417472727,7.931835017872754,1
63,Male,Suburb,Savings,9,2-Year,22495.791598297423,3.378678995579426,1
43,Female,City,Checking,8,1-Year,82591.15455439649,1.8991072007058674,0
30,Male,Suburb,Checking,3,1-Year,64473.683892658744,8.461921436924825,0
31,Male,Suburb,Savings,5,1-Year,29413.739309215685,8.753621097310113,0
64,Female,Rural,Savings,1,1-Year,93605.21756130784,9.440529628782764,1
55,Male,Suburb,Checking,8,1-Year,66830.93356405266,9.81776066745711,0
20,Female,City,Savings,2,Month-to-Month,82849.25791530992,5.943225779557634,1
49,Female,Suburb,Checking,7,2-Year,73667.31132496781,5.826535086848081,1
46,Female,Suburb,Checking,1,Month-to-Month,86707.76822781003,6.260406573666357,0
44,Female,Suburb,Checking,4,2-Year,52777.174050969625,6.289547150771238,1
32,Male,Suburb,Savings,10,2-Year,77426.19908656023,6.122992073960351,0
52,Female,Suburb,Checking,4,Month-to-Month,80863.92588208779,5.80085197502565,1
63,Female,City,Savings,6,Month-to-Month,25953.11941309789,5.559079064089392,1
22,Male,City,Checking,8,Month-to-Month,95323.7709032566,4.12936683747032,0
48,Female,Rural,Savings,5,2-Year,73514.76605808569,7.161182445278469,0
26,Male,City,Savings,1,2-Year,21899.86977071521,4.664802885124532,0
50,Female,Rural,Savings,2,2-Year,28520.83145071828,3.881506109456385,0
31,Male,City,Savings,10,Month-to-Month,64560.022481329346,3.299410683207043,0
20,Male,City,Savings,2,2-Year,93330.26741086476,8.405544099658359,0
48,Female,City,Savings,8,1-Year,28237.399643583947,1.1201379071335604,0
47,Male,Rural,Savings,7,Month-to-Month,66232.65558571139,6.192063003141369,0
58,Female,Suburb,Checking,3,2-Year,95626.77427842145,2.6798359865006667,0
26,Male,Suburb,Checking,1,1-Year,64508.112319105334,1.6399572130734283,0
47,Male,Rural,Checking,8,2-Year,41529.97157154449,9.810495937672997,0
20,Male,Suburb,Savings,1,2-Year,93530.0984741597,3.341389264726831,0
63,Female,Rural,Savings,2,2-Year,29875.107686450858,3.239787718885977,1
36,Female,Rural,Checking,1,1-Year,83570.88919038945,5.899350680388444,0
42,Female,City,Checking,5,Month-to-Month,82494.9817638518,8.6957149304296,1
49,Female,Rural,Checking,9,2-Year,44188.00825580553,3.8506433254269647,0
56,Female,Rural,Checking,3,1-Year,69951.47689524142,2.1698613974242127,0
26,Male,City,Savings,5,2-Year,42343.811116034674,6.672504808226924,0
59,Male,City,Checking,4,2-Year,89158.4344210824,6.979110680497024,1
40,Female,Suburb,Savings,3,Month-to-Month,41958.56901034256,8.027203180948195,1
51,Female,City,Savings,3,Month-to-Month,70534.10086014685,1.5311083962378371,1
62,Male,City,Checking,7,2-Year,98976.30324238936,4.252329272709098,1
36,Male,Rural,Savings,7,1-Year,87234.06363128581,9.038870203888669,0
61,Male,Rural,Savings,10,2-Year,88334.51441851031,3.916553434030535,1
